Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,35326,0,110.0,113.12804020704303,3.094040000178211,245.76753600013035,28.0,432.9382460804406,0.0,110,120,120,130,150,150,170,170,200,240,250
,Aggregated,35326,0,110.0,113.12804020704303,3.094040000178211,245.76753600013035,28.0,432.9382460804406,0.0,110,120,120,130,150,150,170,170,200,240,250
