Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,34106,0,270.0,274.97142692247905,4.385401000035927,489.5879999994577,28.0,535.8152366484206,0.0,270,300,310,310,320,330,350,360,380,470,490
,Aggregated,34106,0,270.0,274.97142692247905,4.385401000035927,489.5879999994577,28.0,535.8152366484206,0.0,270,300,310,310,320,330,350,360,380,470,490
