Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,7714,0,73,72.89071388086367,7.639340999958222,117.1670779995111,28.0,134.58546811878279,0.0,73,82,87,90,96,100,100,110,110,120,120
,Aggregated,7714,0,73,72.89071388086367,7.639340999958222,117.1670779995111,28.0,134.58546811878279,0.0,73,82,87,90,96,100,100,110,110,120,120
