Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,63627,0,48,48.60279054108664,10.560976999840932,118.62832499900833,28.0,811.7848985074428,0.0,48,49,51,51,52,55,58,61,79,110,120
,Aggregated,63627,0,48,48.60279054108664,10.560976999840932,118.62832499900833,28.0,811.7848985074428,0.0,48,49,51,51,52,55,58,61,79,110,120
